bin	seqname	contigLen	totalAvgDepth	contig_%GC
bin.432	Contig150671134	5386.0	11.5	65
bin.432	Contig151049084	5990.0	12.5	63
bin.432	Contig151450819	14028.0	11.5	63
bin.432	Contig151450822	8697.0	11.8	63
bin.432	Contig151450882	6365.0	10.5	64
bin.432	Contig152648188	12668.0	11.3	64
bin.432	Contig153174600	10641.0	12.3	65
bin.432	Contig155085395	13429.0	12.0	63
bin.432	Contig156398561	11494.0	11.2	65
bin.120	Contig3323029	13723.0	7.8	41
bin.120	Contig11317995	8123.0	7.0	42
bin.120	Contig13623981	8218.0	7.7	37
bin.120	Contig15201037	7664.0	9.1	36
bin.120	Contig15844215	39414.0	8.5	38
bin.120	Contig15844216	10659.0	8.5	39
bin.120	Contig17929250	11142.0	8.0	40
bin.120	Contig17929251	16635.0	7.4	40
bin.120	Contig18577794	20999.0	7.9	39
bin.120	Contig18577795	9130.0	7.3	39
bin.120	Contig18577796	6814.0	7.9	39
bin.120	Contig21410788	14971.0	8.1	39
bin.120	Contig22862313	5233.0	7.9	39
bin.120	Contig22862314	5525.0	7.2	41
bin.120	Contig22862315	9826.0	6.8	40
bin.120	Contig22862319	5312.0	7.9	40
bin.120	Contig22862320	6344.0	7.2	40
bin.120	Contig24333367	7804.0	8.2	39
bin.120	Contig25473503	25722.0	8.4	40
bin.120	Contig30816298	25891.0	8.4	37
bin.120	Contig32377583	11095.0	8.8	39
bin.120	Contig38196824	7129.0	8.4	40
bin.120	Contig38196825	11431.0	8.1	39
bin.120	Contig38196828	6713.0	8.1	41
bin.120	Contig38196829	7034.0	8.6	40
bin.120	Contig41508518	13092.0	9.2	38
bin.120	Contig42514255	10746.0	8.2	40
bin.120	Contig42514258	6513.0	7.7	37
bin.120	Contig42514259	20930.0	7.9	35
bin.120	Contig42514263	11259.0	7.5	39
bin.120	Contig42514266	5099.0	7.0	40
bin.120	Contig42514272	21697.0	7.4	39
bin.120	Contig42514275	14744.0	8.1	39
bin.120	Contig42514278	13194.0	8.0	38
bin.120	Contig42514279	8217.0	6.4	39
bin.120	Contig42514281	10420.0	8.6	39
bin.120	Contig44146723	37032.0	8.6	36
bin.120	Contig54498685	18089.0	8.8	39
bin.120	Contig54498686	5296.0	8.1	38
bin.120	Contig54498690	14276.0	8.6	40
bin.120	Contig54498692	8261.0	9.1	39
bin.120	Contig54498693	35090.0	8.6	41
bin.120	Contig59635884	35733.0	8.9	38
bin.120	Contig59635885	26296.0	8.7	36
bin.120	Contig59635888	11620.0	8.0	39
bin.120	Contig59635890	5868.0	8.3	39
bin.120	Contig60028966	14016.0	7.6	40
bin.120	Contig61845173	5674.0	8.1	37
bin.120	Contig62345804	10765.0	7.3	40
bin.120	Contig62458372	27188.0	8.5	40
bin.120	Contig66982351	17555.0	7.1	39
bin.120	Contig73130479	14810.0	8.4	39
bin.120	Contig73534875	6896.0	9.0	38
bin.120	Contig73534876	15153.0	8.5	40
bin.120	Contig77362394	19567.0	8.7	40
bin.120	Contig77362395	8815.0	8.1	42
bin.120	Contig81991211	9300.0	6.9	39
bin.120	Contig81991215	12785.0	7.0	43
bin.120	Contig81991216	8294.0	8.4	37
bin.120	Contig85381718	5471.0	7.5	42
bin.120	Contig85381719	8624.0	7.0	42
bin.120	Contig85381724	6476.0	6.9	41
bin.120	Contig85381727	23888.0	7.5	40
bin.120	Contig87653713	10012.0	7.2	38
bin.120	Contig89745614	6251.0	8.5	39
bin.120	Contig89745616	6387.0	8.4	40
bin.120	Contig89745617	17826.0	7.7	39
bin.120	Contig91451954	26161.0	7.4	40
bin.120	Contig94512869	5337.0	7.4	41
bin.120	Contig94512871	22879.0	7.7	39
bin.120	Contig95198001	20766.0	7.9	37
bin.120	Contig95198002	6359.0	7.4	38
bin.120	Contig95198003	8910.0	7.7	40
bin.120	Contig95546693	14036.0	7.3	39
bin.120	Contig96046497	7902.0	7.2	39
bin.120	Contig96046498	5806.0	7.6	39
bin.120	Contig97882235	17239.0	7.6	39
bin.120	Contig97882236	9532.0	7.8	39
bin.120	Contig97882237	9998.0	7.4	37
bin.120	Contig97882238	7548.0	7.3	39
bin.120	Contig97882240	7834.0	7.8	38
bin.120	Contig97882242	6769.0	7.3	40
bin.120	Contig98407822	34497.0	8.9	39
bin.120	Contig98407823	13151.0	9.6	37
bin.120	Contig98407824	11059.0	9.2	37
bin.120	Contig98407825	16565.0	10.6	37
bin.120	Contig98407826	11556.0	9.6	37
bin.120	Contig98425421	19497.0	8.5	38
bin.120	Contig101572893	9886.0	7.0	40
bin.120	Contig101572897	5735.0	6.8	40
bin.120	Contig101572898	8444.0	7.4	41
bin.120	Contig104487337	7542.0	7.4	39
bin.120	Contig105276348	10220.0	8.2	40
bin.120	Contig105276350	12472.0	7.4	42
bin.120	Contig105276351	8956.0	8.0	40
bin.120	Contig105882775	17616.0	7.4	40
bin.120	Contig105882776	5007.0	7.7	39
bin.120	Contig105882777	9591.0	7.7	41
bin.120	Contig105882778	7988.0	6.7	38
bin.120	Contig105882781	17313.0	7.8	35
bin.120	Contig106383364	7765.0	8.2	39
bin.120	Contig106383365	16345.0	7.7	37
bin.120	Contig109250681	7163.0	9.0	38
bin.120	Contig109250682	11022.0	8.5	40
bin.120	Contig109250683	8160.0	9.4	38
bin.120	Contig109250684	35934.0	8.7	34
bin.120	Contig109250687	6224.0	8.1	37
bin.120	Contig109250688	15544.0	8.6	39
bin.120	Contig109250689	10117.0	8.5	39
bin.120	Contig109250691	13333.0	8.9	39
bin.120	Contig109965479	11177.0	8.3	39
bin.120	Contig109965481	6498.0	8.3	41
bin.120	Contig111502186	7467.0	9.1	39
bin.120	Contig111502187	9239.0	8.7	40
bin.120	Contig112555175	11708.0	7.7	40
bin.120	Contig113443160	15897.0	7.5	39
bin.120	Contig113603056	9562.0	8.2	35
bin.120	Contig117118274	5736.0	8.6	39
bin.120	Contig117118278	6048.0	8.9	40
bin.120	Contig118709727	15514.0	7.8	40
bin.120	Contig118709729	5392.0	7.8	40
bin.120	Contig118768759	36912.0	8.5	40
bin.120	Contig118768760	25458.0	8.8	40
bin.120	Contig118768762	21803.0	9.1	38
bin.120	Contig118768763	13306.0	9.2	36
bin.120	Contig118768766	7631.0	9.2	39
bin.120	Contig118768768	6354.0	8.7	39
bin.120	Contig118768770	14900.0	9.0	40
bin.120	Contig118768771	5255.0	8.4	38
bin.120	Contig118768772	25020.0	9.1	37
bin.120	Contig118768773	13312.0	8.4	40
bin.120	Contig119264201	6931.0	7.5	41
bin.120	Contig119264206	5463.0	8.0	42
bin.120	Contig121784717	8584.0	9.1	39
bin.120	Contig121784718	6292.0	8.3	40
bin.120	Contig122293135	8273.0	6.7	41
bin.120	Contig123143389	14848.0	9.4	40
bin.120	Contig125062887	13625.0	8.4	40
bin.120	Contig125062890	26107.0	8.1	38
bin.120	Contig125062891	14418.0	9.0	37
bin.120	Contig125062892	9533.0	8.9	34
bin.120	Contig125062895	10665.0	7.8	40
bin.120	Contig126425634	8421.0	6.6	39
bin.120	Contig126425635	10626.0	7.3	40
bin.120	Contig126425636	12319.0	7.2	41
bin.120	Contig129509058	26315.0	7.2	39
bin.120	Contig129739889	19020.0	9.7	37
bin.120	Contig129739890	22601.0	9.2	38
bin.120	Contig129739891	23837.0	8.9	39
bin.120	Contig131825293	9131.0	7.7	37
bin.120	Contig131825294	25292.0	7.7	37
bin.120	Contig133476845	7805.0	7.8	43
bin.120	Contig133476846	10291.0	7.6	40
bin.120	Contig133476847	12586.0	8.1	41
bin.120	Contig133482927	13007.0	7.9	40
bin.120	Contig133482928	21387.0	7.6	40
bin.120	Contig133482930	6424.0	8.4	39
bin.120	Contig134590778	13806.0	7.4	39
bin.120	Contig134590779	8543.0	7.6	35
bin.120	Contig134864131	11239.0	7.8	41
bin.120	Contig134864136	6328.0	7.7	37
bin.120	Contig135430766	12852.0	7.8	40
bin.120	Contig135430767	11253.0	7.2	40
bin.120	Contig136114099	12462.0	7.5	38
bin.120	Contig136114100	28755.0	8.2	39
bin.120	Contig136114101	5482.0	6.9	39
bin.120	Contig136114103	9687.0	7.6	39
bin.120	Contig136114105	10956.0	8.7	40
bin.120	Contig136114106	14774.0	7.9	39
bin.120	Contig136114107	17280.0	8.2	40
bin.120	Contig136114108	5148.0	8.2	39
bin.120	Contig136114109	33181.0	8.0	38
bin.120	Contig136114111	21081.0	8.6	37
bin.120	Contig136736915	10628.0	7.5	37
bin.120	Contig136736916	12108.0	7.8	38
bin.120	Contig136736917	23999.0	7.0	39
bin.120	Contig136804142	5548.0	8.0	41
bin.120	Contig136804145	49640.0	8.7	39
bin.120	Contig136804146	8878.0	7.4	39
bin.120	Contig136816224	11081.0	9.0	39
bin.120	Contig136950655	16793.0	8.4	39
bin.120	Contig136950657	6311.0	8.0	38
bin.120	Contig136950658	5886.0	8.8	37
bin.120	Contig136950662	21176.0	7.7	41
bin.120	Contig136950663	11779.0	8.6	38
bin.120	Contig136950664	11624.0	8.6	41
bin.120	Contig137697136	7280.0	8.0	41
bin.120	Contig137788921	12730.0	9.6	39
bin.120	Contig137788922	9446.0	10.3	40
bin.120	Contig139048065	5536.0	8.2	37
bin.120	Contig139048066	20128.0	7.4	40
bin.120	Contig139605708	17352.0	7.7	38
bin.120	Contig139605710	41423.0	8.8	39
bin.120	Contig139605712	6655.0	8.8	36
bin.120	Contig139605714	34854.0	8.0	39
bin.120	Contig139605715	7515.0	7.6	38
bin.120	Contig139605716	9960.0	8.0	38
bin.120	Contig140156909	6369.0	7.9	39
bin.120	Contig140156911	9693.0	7.6	41
bin.120	Contig140156915	8894.0	6.6	38
bin.120	Contig140156916	17569.0	7.3	40
bin.120	Contig140386421	24198.0	8.5	40
bin.120	Contig140386422	26444.0	9.2	39
bin.120	Contig141757845	9886.0	8.1	40
bin.120	Contig141757846	33173.0	8.5	39
bin.120	Contig141757850	86912.0	8.7	40
bin.120	Contig141757851	12863.0	8.5	37
bin.120	Contig146551716	5374.0	7.9	41
bin.120	Contig146551717	20374.0	8.8	38
bin.120	Contig146551719	31595.0	8.3	39
bin.120	Contig146551720	21619.0	9.3	40
bin.120	Contig146742396	5014.0	7.5	39
bin.120	Contig146742400	7837.0	8.1	39
bin.120	Contig147924065	7559.0	7.7	40
bin.120	Contig147924066	19949.0	7.6	40
bin.120	Contig151165911	13832.0	7.5	40
bin.120	Contig151165912	28963.0	7.8	39
bin.120	Contig151254132	9237.0	7.8	40
bin.120	Contig151254133	17317.0	7.9	40
bin.120	Contig151254134	11465.0	7.6	39
bin.120	Contig151254135	9220.0	7.6	40
bin.120	Contig151254137	8466.0	8.1	39
bin.120	Contig151264845	5194.0	8.2	41
bin.120	Contig151264846	5118.0	8.1	37
bin.120	Contig151264849	6286.0	8.4	39
bin.120	Contig151264851	21563.0	7.3	40
bin.120	Contig151264852	10963.0	7.1	40
bin.120	Contig151264855	5719.0	8.5	38
bin.120	Contig155925787	25774.0	7.8	40
bin.120	Contig155925789	11712.0	8.3	38
bin.120	Contig155925790	14774.0	7.9	40
bin.120	Contig155925791	7116.0	7.9	37
bin.120	Contig156143031	7190.0	7.0	39
bin.120	Contig156200534	14292.0	8.7	38
bin.120	Contig156200535	6328.0	8.7	40
bin.120	Contig156200537	12528.0	8.9	38
bin.120	Contig156200538	15035.0	10.0	39
bin.120	Contig156200539	8909.0	9.6	40
bin.189	Contig1337050	20622.0	15.2	59
bin.189	Contig2229862	12773.0	12.5	58
bin.189	Contig4266040	23140.0	13.4	62
bin.189	Contig4367620	9291.0	13.8	60
bin.189	Contig4367621	15996.0	14.2	59
bin.189	Contig4378727	12538.0	15.0	60
bin.189	Contig5328111	12989.0	13.0	60
bin.189	Contig5346610	5291.0	12.6	59
bin.189	Contig8625095	8014.0	10.6	60
bin.189	Contig9199958	11916.0	16.0	57
bin.189	Contig9812515	19859.0	14.8	61
bin.189	Contig9812516	7372.0	14.5	62
bin.189	Contig9812517	6309.0	14.3	61
bin.189	Contig11942681	14662.0	11.7	61
bin.189	Contig13866771	8306.0	13.3	59
bin.189	Contig13953075	7561.0	13.4	61
bin.189	Contig13953077	10106.0	12.7	59
bin.189	Contig14255143	16737.0	11.1	65
bin.189	Contig15434075	30817.0	15.5	58
bin.189	Contig17391383	14742.0	14.5	59
bin.189	Contig18003514	20623.0	12.2	60
bin.189	Contig19131770	25878.0	12.1	57
bin.189	Contig21448779	40871.0	11.6	61
bin.189	Contig21448780	15173.0	11.3	62
bin.189	Contig23222350	5881.0	13.4	61
bin.189	Contig27466709	15426.0	12.6	59
bin.189	Contig27647165	11951.0	15.8	59
bin.189	Contig28072026	9072.0	12.6	59
bin.189	Contig31024193	8952.0	13.9	58
bin.189	Contig31998862	10576.0	12.3	60
bin.189	Contig38131404	13951.0	12.1	62
bin.189	Contig38131405	35635.0	12.0	58
bin.189	Contig41104970	5061.0	12.4	65
bin.189	Contig41376123	17826.0	12.0	61
bin.189	Contig44540320	5277.0	16.6	56
bin.189	Contig44540322	8549.0	13.1	61
bin.189	Contig47104302	22539.0	11.3	62
bin.189	Contig49122441	22182.0	15.7	62
bin.189	Contig50348439	16910.0	11.8	61
bin.189	Contig51037796	5753.0	23.9	62
bin.189	Contig51037797	15211.0	14.6	61
bin.189	Contig51037798	14574.0	15.6	61
bin.189	Contig51037799	29576.0	14.4	60
bin.189	Contig52353642	8089.0	15.5	61
bin.189	Contig53777910	6924.0	11.6	61
bin.189	Contig53777913	12621.0	13.6	61
bin.189	Contig53777915	5672.0	11.5	60
bin.189	Contig54174495	7341.0	13.4	62
bin.189	Contig54174497	11857.0	11.6	59
bin.189	Contig54174500	9717.0	11.5	60
bin.189	Contig54174501	6715.0	12.8	59
bin.189	Contig54375647	29216.0	12.4	58
bin.189	Contig57683352	16671.0	14.0	60
bin.189	Contig59147565	7205.0	12.0	60
bin.189	Contig59865961	20064.0	13.8	58
bin.189	Contig60203107	14048.0	12.6	60
bin.189	Contig60220887	7358.0	12.0	62
bin.189	Contig60592881	6691.0	13.0	63
bin.189	Contig61556693	7695.0	11.2	60
bin.189	Contig61709964	7514.0	12.5	59
bin.189	Contig61709965	23928.0	11.8	60
bin.189	Contig61754723	23129.0	11.8	60
bin.189	Contig62037184	12142.0	13.1	57
bin.189	Contig62037187	7885.0	12.4	60
bin.189	Contig63950917	20564.0	14.3	59
bin.189	Contig63950918	5441.0	12.4	60
bin.189	Contig63950920	10534.0	12.5	62
bin.189	Contig64108635	28699.0	11.3	61
bin.189	Contig64108636	7112.0	10.1	61
bin.189	Contig64108641	5708.0	10.5	62
bin.189	Contig65259330	5250.0	11.5	62
bin.189	Contig65259331	10174.0	13.1	57
bin.189	Contig65259332	11033.0	11.8	58
bin.189	Contig66824011	23291.0	13.6	60
bin.189	Contig66824012	26724.0	15.7	58
bin.189	Contig66824013	6917.0	16.1	55
bin.189	Contig67197230	19077.0	11.9	64
bin.189	Contig67497217	5002.0	11.4	62
bin.189	Contig67497218	9951.0	11.9	61
bin.189	Contig68131126	14745.0	13.9	62
bin.189	Contig68131127	8059.0	13.9	61
bin.189	Contig68131129	33546.0	14.4	61
bin.189	Contig68448522	21177.0	15.3	62
bin.189	Contig68448524	5296.0	13.9	63
bin.189	Contig68606962	47804.0	15.1	58
bin.189	Contig68606963	7526.0	15.0	56
bin.189	Contig68606964	10665.0	14.7	58
bin.189	Contig68606965	7524.0	14.0	61
bin.189	Contig70087099	14771.0	12.5	61
bin.189	Contig70132608	8588.0	12.3	62
bin.189	Contig70303238	5969.0	10.5	61
bin.189	Contig70303239	14533.0	11.2	60
bin.189	Contig70303240	18129.0	11.3	61
bin.189	Contig70303241	6136.0	11.3	60
bin.189	Contig72584377	33673.0	11.7	58
bin.189	Contig72584378	7166.0	9.8	60
bin.189	Contig72584379	19442.0	11.2	61
bin.189	Contig73164696	6501.0	18.9	61
bin.189	Contig74805062	14197.0	12.2	58
bin.189	Contig74805063	9186.0	12.7	60
bin.189	Contig75850058	15400.0	14.4	60
bin.189	Contig76543676	16976.0	15.1	59
bin.189	Contig77374049	11744.0	11.4	61
bin.189	Contig79052306	12987.0	16.2	58
bin.189	Contig79052307	59702.0	14.4	61
bin.189	Contig79801773	5853.0	10.3	54
bin.189	Contig79836026	13068.0	14.2	58
bin.189	Contig79836027	13159.0	13.9	58
bin.189	Contig79836028	32926.0	14.6	60
bin.189	Contig80552648	7019.0	17.7	58
bin.189	Contig81069092	8106.0	13.5	60
bin.189	Contig81567810	8590.0	11.4	63
bin.189	Contig81623560	21198.0	14.6	60
bin.189	Contig81623561	9712.0	15.1	57
bin.189	Contig82048434	10096.0	14.2	61
bin.189	Contig82387314	5470.0	14.5	57
bin.189	Contig86499624	30881.0	14.4	61
bin.189	Contig87082649	22074.0	12.5	57
bin.189	Contig87284357	15121.0	12.5	59
bin.189	Contig88139933	20563.0	14.0	62
bin.189	Contig88139934	9617.0	15.7	55
bin.189	Contig88300459	13812.0	11.9	61
bin.189	Contig88300463	7964.0	12.6	59
bin.189	Contig88300464	5544.0	14.2	62
bin.189	Contig88300465	6054.0	12.4	58
bin.189	Contig90844969	13086.0	15.0	59
bin.189	Contig91764430	5024.0	11.6	62
bin.189	Contig93960820	8141.0	13.0	61
bin.189	Contig93960822	9723.0	15.6	62
bin.189	Contig94617261	43835.0	11.4	56
bin.189	Contig94617265	5727.0	11.0	60
bin.189	Contig95261973	12013.0	16.5	60
bin.189	Contig98664598	14041.0	11.4	61
bin.189	Contig98664599	19784.0	11.9	60
bin.189	Contig99128548	12696.0	15.3	60
bin.189	Contig99424703	7506.0	11.5	63
bin.189	Contig100371662	6257.0	11.5	61
bin.189	Contig100371663	6314.0	11.1	62
bin.189	Contig100489894	55395.0	14.3	56
bin.189	Contig100489895	34771.0	14.8	60
bin.189	Contig101931541	33639.0	14.0	61
bin.189	Contig101931542	45498.0	15.0	60
bin.189	Contig102459262	6350.0	11.1	62
bin.189	Contig104840302	5737.0	16.4	59
bin.189	Contig106430568	10494.0	16.9	61
bin.189	Contig106430569	33651.0	11.5	61
bin.189	Contig106701458	7269.0	10.7	61
bin.189	Contig107981855	6752.0	11.3	60
bin.189	Contig108042747	10434.0	13.5	62
bin.189	Contig108042748	12717.0	18.3	61
bin.189	Contig108042749	15219.0	15.7	60
bin.189	Contig108625620	5555.0	15.0	62
bin.189	Contig108625621	17208.0	14.7	61
bin.189	Contig108625622	23911.0	13.9	60
bin.189	Contig109091323	49136.0	14.8	60
bin.189	Contig109232960	15350.0	12.9	62
bin.189	Contig110130844	9780.0	13.1	61
bin.189	Contig110130845	7129.0	11.3	62
bin.189	Contig110130848	25930.0	12.6	59
bin.189	Contig110550628	12001.0	14.2	61
bin.189	Contig110550629	8312.0	16.7	58
bin.189	Contig111667939	27313.0	13.9	62
bin.189	Contig111910321	24010.0	14.6	60
bin.189	Contig112013171	13984.0	11.5	59
bin.189	Contig112013172	18466.0	10.9	59
bin.189	Contig112013173	11301.0	11.3	57
bin.189	Contig112082035	33570.0	14.8	58
bin.189	Contig112791749	11057.0	11.8	58
bin.189	Contig112791750	7553.0	11.4	58
bin.189	Contig113319692	7316.0	12.7	61
bin.189	Contig114136840	15067.0	12.5	62
bin.189	Contig114269117	6162.0	10.2	62
bin.189	Contig114269118	6554.0	11.6	61
bin.189	Contig114269119	5544.0	9.6	63
bin.189	Contig115212096	21132.0	14.5	62
bin.189	Contig115899242	13131.0	11.4	60
bin.189	Contig116904137	34388.0	14.1	61
bin.189	Contig117529010	19329.0	13.7	60
bin.189	Contig117624527	11383.0	12.1	62
bin.189	Contig117624529	6123.0	11.9	63
bin.189	Contig117624530	10585.0	12.5	59
bin.189	Contig118095319	10323.0	10.7	62
bin.189	Contig119323905	6243.0	14.4	58
bin.189	Contig119329855	5754.0	12.4	61
bin.189	Contig119365758	8509.0	14.9	59
bin.189	Contig119700516	16763.0	15.4	59
bin.189	Contig119926841	7493.0	12.4	59
bin.189	Contig120088381	5210.0	8.8	63
bin.189	Contig120101163	17663.0	13.1	55
bin.189	Contig120847258	100652.0	14.3	60
bin.189	Contig120978464	5262.0	13.1	62
bin.189	Contig122125534	19358.0	15.7	59
bin.189	Contig122287169	11952.0	11.7	61
bin.189	Contig122454866	8727.0	9.7	55
bin.189	Contig122478522	28748.0	11.5	60
bin.189	Contig123718818	16328.0	11.5	62
bin.189	Contig123850529	7691.0	10.9	54
bin.189	Contig124055654	5045.0	12.9	61
bin.189	Contig124378234	9557.0	15.0	61
bin.189	Contig125710480	7820.0	11.7	63
bin.189	Contig125807302	39682.0	15.5	62
bin.189	Contig125807303	19820.0	15.0	63
bin.189	Contig125807305	80148.0	14.7	60
bin.189	Contig125807306	5455.0	13.1	61
bin.189	Contig125807307	36406.0	14.7	61
bin.189	Contig125807309	8499.0	11.7	57
bin.189	Contig125807310	14739.0	11.9	59
bin.189	Contig126022586	37204.0	14.5	61
bin.189	Contig126022587	11986.0	14.0	60
bin.189	Contig126292959	8841.0	13.3	59
bin.189	Contig126468200	6543.0	12.6	59
bin.189	Contig126468201	14862.0	11.9	61
bin.189	Contig126468203	9463.0	12.1	63
bin.189	Contig127296711	11322.0	11.4	61
bin.189	Contig127470790	16488.0	12.1	60
bin.189	Contig127627148	8911.0	11.8	59
bin.189	Contig128415949	15107.0	11.6	60
bin.189	Contig128617350	11573.0	10.6	60
bin.189	Contig129527908	14368.0	11.6	61
bin.189	Contig130408825	5532.0	10.4	59
bin.189	Contig131207460	61887.0	15.0	61
bin.189	Contig131207462	6994.0	15.1	59
bin.189	Contig131207463	32602.0	14.4	60
bin.189	Contig131207464	13076.0	13.3	61
bin.189	Contig131207465	28918.0	13.5	63
bin.189	Contig131207466	9501.0	13.4	61
bin.189	Contig131231642	5986.0	14.4	58
bin.189	Contig131231643	46138.0	14.7	61
bin.189	Contig131269951	30344.0	14.4	61
bin.189	Contig131336871	5726.0	12.9	63
bin.189	Contig131868045	5245.0	12.6	61
bin.189	Contig132164963	15301.0	15.1	59
bin.189	Contig132164964	12227.0	13.7	62
bin.189	Contig133464824	28407.0	11.7	61
bin.189	Contig134036312	27101.0	14.7	59
bin.189	Contig134207032	5460.0	10.5	62
bin.189	Contig135107424	43303.0	11.5	61
bin.189	Contig135284202	38723.0	15.0	62
bin.189	Contig135369756	60165.0	16.6	59
bin.189	Contig135369758	21652.0	14.7	59
bin.189	Contig135369759	8278.0	15.0	59
bin.189	Contig135432890	8147.0	13.2	64
bin.189	Contig135432892	8903.0	11.0	62
bin.189	Contig135559767	13014.0	10.8	60
bin.189	Contig135559770	21187.0	11.3	60
bin.189	Contig135559771	5398.0	10.8	62
bin.189	Contig135559774	12823.0	16.4	62
bin.189	Contig136475389	30358.0	11.6	57
bin.189	Contig136475390	39653.0	11.3	60
bin.189	Contig137268668	5465.0	11.4	59
bin.189	Contig137268669	16008.0	12.3	62
bin.189	Contig137268670	19103.0	11.9	62
bin.189	Contig137629810	20028.0	13.3	54
bin.189	Contig137629811	10238.0	14.3	56
bin.189	Contig137666541	5129.0	11.8	63
bin.189	Contig138045698	5561.0	10.9	60
bin.189	Contig138137334	13843.0	12.5	62
bin.189	Contig138292132	9639.0	10.9	62
bin.189	Contig138419186	8449.0	13.4	56
bin.189	Contig138535127	17022.0	11.7	58
bin.189	Contig138687462	8349.0	14.4	61
bin.189	Contig138699752	10569.0	12.8	58
bin.189	Contig138699753	35351.0	11.6	61
bin.189	Contig138883403	40027.0	14.9	61
bin.189	Contig139035773	14051.0	12.8	59
bin.189	Contig139215173	19944.0	14.8	62
bin.189	Contig139863131	13910.0	12.7	61
bin.189	Contig140279503	9213.0	10.0	61
bin.189	Contig140543303	11891.0	11.9	59
bin.189	Contig140740175	12703.0	12.0	57
bin.189	Contig140943723	6303.0	11.2	58
bin.189	Contig140943724	11020.0	10.8	62
bin.189	Contig141047522	61329.0	14.4	60
bin.189	Contig141047523	34708.0	14.0	62
bin.189	Contig141469589	6842.0	12.5	58
bin.189	Contig141616656	8981.0	10.6	62
bin.189	Contig141616657	8677.0	10.8	60
bin.189	Contig141886752	13260.0	13.5	58
bin.189	Contig142655129	6283.0	11.2	60
bin.189	Contig142710279	5877.0	13.0	57
bin.189	Contig142710280	12057.0	15.2	61
bin.189	Contig142710281	6793.0	11.1	63
bin.189	Contig143379982	19705.0	14.6	59
bin.189	Contig143379985	16988.0	15.4	56
bin.189	Contig143379987	12352.0	14.3	60
bin.189	Contig143379988	23266.0	14.3	58
bin.189	Contig143693740	17754.0	11.5	59
bin.189	Contig143693742	19570.0	11.6	59
bin.189	Contig143693744	7451.0	10.2	60
bin.189	Contig143693745	11694.0	12.0	58
bin.189	Contig143693748	11755.0	11.8	63
bin.189	Contig143693749	20605.0	12.3	60
bin.189	Contig143773581	6146.0	15.9	63
bin.189	Contig143773582	5815.0	12.7	60
bin.189	Contig143773583	20423.0	15.4	58
bin.189	Contig143816650	6161.0	12.6	63
bin.189	Contig144603346	39704.0	14.3	58
bin.189	Contig144603347	98785.0	14.5	60
bin.189	Contig144603348	22422.0	13.9	58
bin.189	Contig145242781	15547.0	15.5	54
bin.189	Contig145242783	5409.0	16.7	54
bin.189	Contig145654969	5067.0	14.3	59
bin.189	Contig145863642	6385.0	16.7	55
bin.189	Contig145863644	20136.0	14.1	60
bin.189	Contig145863645	20706.0	14.3	61
bin.189	Contig145863646	16594.0	15.8	62
bin.189	Contig146607340	41227.0	15.7	60
bin.189	Contig147156826	14578.0	11.2	61
bin.189	Contig147573269	10212.0	15.1	61
bin.189	Contig147844048	5026.0	13.5	61
bin.189	Contig147905588	9692.0	11.3	62
bin.189	Contig147912204	13027.0	11.3	61
bin.189	Contig148571513	8985.0	15.6	56
bin.189	Contig148571516	8909.0	13.8	61
bin.189	Contig149145924	26004.0	14.6	60
bin.189	Contig149145925	22059.0	14.4	62
bin.189	Contig150475355	25129.0	13.7	60
bin.189	Contig151005762	10191.0	10.6	63
bin.189	Contig151005764	9982.0	12.0	62
bin.189	Contig151252514	6736.0	13.5	60
bin.189	Contig152044891	38541.0	14.4	60
bin.189	Contig152057205	16050.0	13.1	56
bin.189	Contig152057206	6742.0	10.7	57
bin.189	Contig152975772	6497.0	11.6	61
bin.189	Contig153046540	5187.0	10.6	60
bin.189	Contig153046541	7735.0	10.9	61
bin.189	Contig153168358	22870.0	11.9	60
bin.189	Contig153292830	9199.0	10.9	61
bin.189	Contig153292832	7131.0	11.7	60
bin.189	Contig153897415	17290.0	14.5	60
bin.189	Contig154886395	11663.0	15.5	61
bin.189	Contig154886396	18861.0	15.4	61
bin.189	Contig155277956	6741.0	12.7	59
bin.189	Contig155309638	30735.0	10.9	60
bin.189	Contig155347483	6240.0	12.4	61
bin.189	Contig155433724	20127.0	10.9	59
bin.189	Contig155949877	10880.0	12.4	62
bin.189	Contig155949879	13333.0	11.1	63
bin.189	Contig155949883	16510.0	13.6	60
bin.189	Contig155949885	13962.0	11.2	62
bin.189	Contig156149244	5761.0	11.4	61
bin.189	Contig156149246	10193.0	12.0	61
bin.189	Contig156149247	12488.0	12.1	59
bin.189	Contig156149248	6666.0	11.3	61
bin.189	Contig156149249	8609.0	11.7	60
bin.189	Contig156149250	11623.0	13.5	60
bin.189	Contig156242674	12503.0	11.3	60
bin.189	Contig156242676	40607.0	11.9	57
bin.189	Contig156242677	12526.0	11.5	59
bin.189	Contig156242678	5700.0	11.6	60
bin.189	Contig156398556	22520.0	14.9	60
bin.189	Contig156398557	29062.0	15.9	59
bin.189	Contig156398558	23190.0	14.0	62
bin.189	Contig156398559	39095.0	14.8	60
bin.189	Contig156585959	6363.0	16.1	62
bin.442	Contig54956880	6226.0	8.3	48
bin.442	Contig57268838	5081.0	8.6	48
bin.442	Contig75049999	15850.0	14.3	50
bin.442	Contig78486365	71821.0	13.7	52
bin.442	Contig78486366	108350.0	14.1	50
