	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral genes with host benefits	Viral genes with unknown function	Viral hypothetical genes	Viral structure genes	Viral genes with viral benefits	Viral replication genes
Contig148281512||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148281588||full	0	False	0	7	4	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig148281956||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig148287971||full	0	False	0	4	0	0	False	0.25	1.0	2.0	1.0	0.0	0.0	0.0
Contig148293944||full	0	False	0	7	2	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig148300078||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig148300083||full	0	False	0	6	4	0	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig148300164||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148306199||full	0	False	0	2	0	1	False	0.5	1.0	0.0	1.0	0.0	0.0	0.0
Contig148306200||full	0	False	0	9	4	0	False	0.1111111111111111	1.0	0.0	7.0	0.0	0.0	1.0
Contig148306264||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148306525||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148312303||full	0	False	0	6	0	0	False	0.0	0.0	0.0	5.0	0.0	1.0	0.0
Contig148312323||full	0	False	0	3	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig148312355||full	0	False	0	12	1	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig148312890||full	0	False	0	3	1	0	False	0.0	0.0	0.0	2.0	1.0	0.0	0.0
Contig148318420||full	0	False	0	8	1	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig148318443||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig148324929||full	0	False	0	4	1	0	True	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148324950||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig148324979||full	0	False	0	4	1	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig148330832||full	0	False	0	15	0	0	False	0.0	0.0	0.0	15.0	0.0	0.0	0.0
Contig148330834||lt2gene	0	False	0	1	0	0	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Contig148330839||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148332760||full	0	False	0	4	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig148338142||full	0	False	0	3	1	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig148343189||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig148355494||full	0	False	0	14	0	0	False	0.14285714285714285	2.0	1.0	11.0	0.0	0.0	0.0
Contig148355498||full	0	False	0	6	1	2	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig148355512||lt2gene	0	False	0	2	0	0	False	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Contig148355518||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148361747||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148362987||full	0	False	0	14	0	0	False	0.0	0.0	1.0	13.0	0.0	0.0	0.0
Contig148362991||full	0	False	0	13	0	0	False	0.0	0.0	0.0	12.0	0.0	0.0	1.0
Contig148367863||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148367896||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148367924||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148374060||full	0	False	0	5	0	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig148374061||full	0	False	0	10	4	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig148374066||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148374108||full	0	False	0	5	2	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig148380278||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148381620||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig148383928||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	1.0	0.0	0.0
Contig148393319||full	0	False	0	12	2	0	False	0.0	0.0	1.0	11.0	0.0	0.0	0.0
Contig148393321||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148394001||full	0	False	0	2	0	0	False	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Contig148404843||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148413153||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig148417144||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148417173||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148423339||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig148429414||full	0	False	0	12	1	0	False	0.0	0.0	0.0	11.0	0.0	0.0	1.0
Contig148429416||full	0	False	0	10	2	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig148429417||full	0	False	0	53	6	1	True	0.018867924528301886	1.0	3.0	49.0	0.0	0.0	0.0
Contig148429442||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148435158||full	0	False	0	74	6	0	False	0.02702702702702703	2.0	8.0	62.0	1.0	1.0	0.0
Contig148435725||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig148435855||full	0	False	0	6	0	0	False	0.16666666666666666	1.0	1.0	4.0	0.0	0.0	0.0
Contig148441909||full	0	False	0	5	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig148441916||full	0	False	0	9	1	0	False	0.0	0.0	0.0	8.0	1.0	0.0	0.0
Contig148442004||full	0	False	0	7	0	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig148442016||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148442118||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig148447984||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig148454224||full	0	False	0	7	1	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig148460308||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	1.0	0.0	0.0
Contig148460325||full	0	False	0	3	2	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig148460346||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig148460591||full	0	False	0	2	0	0	False	0.5	1.0	0.0	1.0	0.0	0.0	0.0
Contig148466500||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148466503||full	0	False	0	13	0	0	False	0.0	0.0	1.0	12.0	0.0	0.0	0.0
Contig148468550||full	0	False	0	15	1	0	False	0.0	0.0	1.0	14.0	0.0	0.0	0.0
Contig148468552||full	0	False	0	4	0	0	False	0.0	0.0	2.0	2.0	0.0	0.0	0.0
Contig148472677||full	0	False	0	21	3	0	False	0.0	0.0	0.0	21.0	0.0	0.0	0.0
Contig148472687||full	0	False	0	6	1	0	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig148478825||full	0	False	0	3	1	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig148478828||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148478832||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148478989||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148484966||full	0	False	0	20	3	0	False	0.05	1.0	3.0	13.0	0.0	0.0	3.0
Contig148485095||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148485613||full	0	False	0	4	1	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig148491194||full	0	False	0	11	1	0	False	0.09090909090909091	1.0	0.0	10.0	0.0	0.0	0.0
Contig148491217||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig148491242||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig148491389||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig148493040||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig14849627||full	0	False	0	16	2	0	False	0.0625	1.0	0.0	14.0	0.0	0.0	1.0
Contig148503663||full	0	False	0	19	0	0	False	0.0	0.0	4.0	13.0	0.0	0.0	2.0
Contig148503665||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig148503666||lt2gene	0	False	0	1	0	0	False	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Contig148503669||full	0	False	0	15	3	0	False	0.0	0.0	2.0	13.0	0.0	0.0	0.0
Contig148503672||full	0	False	0	28	4	0	False	0.0	0.0	3.0	25.0	0.0	0.0	0.0
Contig148503762||full	0	False	0	5	0	1	False	0.4	2.0	0.0	3.0	0.0	0.0	0.0
Contig148509868||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148509958||full	0	False	0	7	0	1	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig148509959||full	0	False	0	9	0	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig148509960||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148509962||lt2gene	0	False	0	1	0	0	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Contig148510185||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	1.0	0.0	0.0
Contig148515968||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig148517046||full	0	False	0	19	2	0	False	0.05263157894736842	1.0	4.0	14.0	0.0	0.0	0.0
Contig148517047||full	0	False	0	9	0	1	False	0.1111111111111111	1.0	0.0	8.0	0.0	0.0	0.0
Contig148517050||full	0	False	0	26	0	0	False	0.0	0.0	0.0	26.0	0.0	0.0	0.0
Contig148522147||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig148522152||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148522158||full	0	False	0	3	0	0	False	0.6666666666666666	2.0	0.0	1.0	0.0	0.0	0.0
Contig148522177||full	0	False	0	8	2	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig148522178||full	0	False	0	6	0	0	False	0.16666666666666666	1.0	0.0	4.0	0.0	0.0	1.0
Contig148523157||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148528410||full	0	False	0	11	1	0	False	0.0	0.0	1.0	9.0	1.0	0.0	0.0
Contig148528424||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148534646||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig148534650||full	0	False	0	10	2	0	False	0.0	0.0	1.0	9.0	0.0	0.0	0.0
Contig148534654||full	0	False	0	12	1	0	False	0.0	0.0	2.0	10.0	0.0	0.0	0.0
Contig148534655||full	0	False	0	8	3	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig148540738||full	0	False	0	14	1	0	False	0.0	0.0	0.0	14.0	0.0	0.0	0.0
Contig148540739||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig148540740||full	0	False	0	8	0	0	False	0.0	0.0	4.0	4.0	0.0	0.0	0.0
Contig148540741||full	0	False	0	7	0	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig148540923||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig148541109||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig148546913||full	0	False	0	7	2	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig148546914||full	0	False	0	122	5	1	False	0.03278688524590164	4.0	7.0	109.0	0.0	0.0	2.0
Contig148546915||full	0	False	0	37	1	0	False	0.05405405405405406	2.0	5.0	30.0	0.0	0.0	0.0
Contig148546916||full	0	False	0	13	0	0	False	0.0	0.0	2.0	11.0	0.0	0.0	0.0
Contig148546923||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig14855485||full	0	False	0	5	1	0	False	0.0	0.0	2.0	3.0	0.0	0.0	0.0
Contig14855487||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	1.0	0.0	0.0
Contig14855490||full	0	False	0	7	0	0	False	0.0	0.0	0.0	6.0	1.0	0.0	0.0
Contig148559162||full	0	False	0	100	12	0	False	0.01	1.0	6.0	93.0	0.0	0.0	0.0
Contig148559193||full	0	False	0	8	4	1	False	0.125	1.0	0.0	7.0	0.0	0.0	0.0
Contig148559534||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig148573168||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig148577671||full	0	False	0	4	1	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig148580068||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148589966||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148596126||full	0	False	0	7	2	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig148596350||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig148598056||full	0	False	0	6	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig148602324||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148608455||full	0	False	0	19	1	1	False	0.0	0.0	3.0	16.0	0.0	0.0	0.0
Contig148608456||full	0	False	0	12	0	0	False	0.08333333333333333	1.0	1.0	10.0	0.0	0.0	0.0
Contig148608460||full	0	False	0	10	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	2.0
Contig148608461||full	0	False	0	11	5	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig148608462||full	0	False	0	12	0	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig148608474||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148609836||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148610937||full	0	False	0	24	4	0	True	0.0	0.0	0.0	23.0	0.0	0.0	1.0
Contig148614658||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig148614659||full	0	False	0	21	1	0	False	0.0	0.0	0.0	21.0	0.0	0.0	0.0
Contig148615381||full	0	False	0	7	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	1.0
Contig148620816||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148620974||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148627004||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148633248||full	0	False	0	5	0	0	False	0.0	0.0	2.0	3.0	0.0	0.0	0.0
Contig148639355||full	0	False	0	12	0	0	False	0.0	0.0	1.0	11.0	0.0	0.0	0.0
Contig148639370||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148639380||full	0	False	0	8	0	0	False	0.0	0.0	2.0	5.0	1.0	0.0	0.0
Contig148645483||full	0	False	0	16	3	0	False	0.0	0.0	1.0	14.0	1.0	0.0	0.0
Contig148645484||full	0	False	0	20	1	0	False	0.0	0.0	2.0	18.0	0.0	0.0	0.0
Contig148645486||full	0	False	0	20	0	0	False	0.0	0.0	0.0	20.0	0.0	0.0	0.0
Contig148645487||full	0	False	0	27	0	0	False	0.0	0.0	3.0	22.0	0.0	1.0	1.0
Contig148645530||full	0	False	0	3	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148664108||full	0	False	0	35	1	0	False	0.02857142857142857	1.0	2.0	32.0	0.0	0.0	0.0
Contig148664111||full	0	False	0	12	1	1	False	0.0	0.0	1.0	10.0	0.0	0.0	1.0
Contig148670367||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig148670575||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig148676594||full	0	False	0	10	0	0	False	0.0	0.0	1.0	9.0	0.0	0.0	0.0
Contig148682643||full	0	False	0	7	1	0	False	0.2857142857142857	2.0	0.0	5.0	0.0	0.0	0.0
Contig148688757||full	0	False	0	5	2	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig148688946||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig148688948||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig148694945||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148694946||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148701118||full	0	False	0	29	1	0	False	0.0	0.0	5.0	23.0	0.0	0.0	1.0
Contig148701398||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148707384||full	0	False	0	20	3	0	False	0.0	0.0	3.0	16.0	0.0	1.0	0.0
Contig148707385||full	0	False	0	7	0	0	False	0.0	0.0	3.0	4.0	0.0	0.0	0.0
Contig148709371||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148713530||full	0	False	0	14	0	0	False	0.0	0.0	0.0	14.0	0.0	0.0	0.0
Contig148713536||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig148713593||full	0	False	0	3	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148719713||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148719714||full	0	False	0	5	2	0	True	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148725839||full	0	False	0	3	2	0	False	0.0	0.0	0.0	2.0	1.0	0.0	0.0
Contig148725840||full	0	False	0	7	1	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig148725895||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148750546||full	0	False	0	4	1	0	False	0.0	0.0	2.0	2.0	0.0	0.0	0.0
Contig148750557||full	0	False	0	6	1	0	False	0.0	0.0	0.0	5.0	1.0	0.0	0.0
Contig148750572||full	0	False	0	5	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	1.0
Contig148756848||full	0	False	0	5	2	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig148769093||full	0	False	0	10	0	0	False	0.1	1.0	1.0	8.0	0.0	0.0	0.0
Contig148769388||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148770237||full	0	False	0	8	2	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig148770243||full	0	False	0	7	0	0	False	0.0	0.0	1.0	5.0	0.0	1.0	0.0
Contig148770245||full	0	False	0	16	0	0	False	0.0	0.0	4.0	11.0	0.0	0.0	1.0
Contig148770247||full	0	False	0	4	0	0	False	0.0	0.0	1.0	2.0	1.0	0.0	0.0
Contig148781493||full	0	False	0	7	1	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig148787570||full	0	False	0	19	1	0	False	0.0	0.0	3.0	14.0	0.0	0.0	2.0
Contig148787587||full	0	False	0	7	0	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig148787605||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148793722||full	0	False	0	10	1	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig148793725||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148794417||full	0	False	0	5	0	0	False	0.0	0.0	0.0	3.0	2.0	0.0	0.0
Contig148794714||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148799905||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148800002||full	0	False	0	5	0	0	False	0.0	0.0	2.0	2.0	0.0	0.0	1.0
Contig148800419||full	0	False	0	3	1	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig148800543||full	0	False	0	19	0	0	False	0.0	0.0	1.0	18.0	0.0	0.0	0.0
Contig148800545||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig148806245||full	0	False	0	7	1	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig148812315||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148818416||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148818423||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig148818428||full	0	False	0	8	1	0	False	0.25	2.0	0.0	6.0	0.0	0.0	0.0
Contig148818437||full	0	False	0	10	4	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig148820881||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig148824650||full	0	False	0	7	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	1.0
Contig148824659||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148824682||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148824993||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148826850||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148830784||full	0	False	0	8	4	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig148830785||0_partial	0	False	0	16	7	0	True	0.125	2.0	0.0	11.0	0.0	0.0	3.0
Contig148830791||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig148830798||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148836997||full	0	False	0	7	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	1.0
Contig148837173||full	0	False	0	4	1	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148837950||full	0	False	0	3	1	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig148843181||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148850279||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig148861690||full	0	False	0	5	1	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig148869042||full	0	False	0	4	0	0	False	0.0	0.0	1.0	2.0	1.0	0.0	0.0
Contig148874054||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig148874235||full	0	False	0	12	2	0	False	0.08333333333333333	1.0	0.0	11.0	0.0	0.0	0.0
Contig148880189||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148880335||full	0	False	0	9	1	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig148886300||full	0	False	0	4	0	0	False	0.25	1.0	0.0	2.0	0.0	0.0	1.0
Contig148887032||full	0	False	0	5	2	0	True	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig148892381||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig148892382||full	0	False	0	14	1	0	False	0.0	0.0	0.0	13.0	0.0	1.0	0.0
Contig14889293||full	0	False	0	62	2	0	False	0.03225806451612903	2.0	3.0	56.0	0.0	1.0	0.0
Contig14889294||full	0	False	0	27	3	0	False	0.0	0.0	0.0	26.0	0.0	1.0	0.0
Contig148893496||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148899556||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148910986||full	0	False	0	12	0	0	False	0.0	0.0	0.0	11.0	1.0	0.0	0.0
Contig148910987||full	0	False	0	33	0	0	False	0.0	0.0	2.0	31.0	0.0	0.0	0.0
Contig148910988||full	0	False	0	10	0	0	False	0.0	0.0	2.0	8.0	0.0	0.0	0.0
Contig148917411||full	0	False	0	16	2	0	False	0.0	0.0	0.0	16.0	0.0	0.0	0.0
Contig148918802||full	0	False	0	33	3	0	False	0.030303030303030304	1.0	1.0	31.0	0.0	0.0	0.0
Contig148923345||full	0	False	0	8	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig148923378||full	0	False	0	6	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig148923385||full	0	False	0	6	3	2	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig148926153||full	0	False	0	38	2	0	False	0.0	0.0	3.0	35.0	0.0	0.0	0.0
Contig148929494||full	0	False	0	12	2	0	False	0.08333333333333333	1.0	0.0	11.0	0.0	0.0	0.0
Contig148929495||full	0	False	0	8	4	0	False	0.0	0.0	2.0	6.0	0.0	0.0	0.0
Contig148929615||full	0	False	0	12	0	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig148929618||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148936810||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148941844||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig148941849||full	0	False	0	7	1	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig148948038||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148948052||full	0	False	0	3	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig148949663||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148954154||full	0	False	0	4	0	0	False	0.0	0.0	3.0	1.0	0.0	0.0	0.0
Contig148954157||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig148954158||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
